Category,Message
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 5566
ham,"Just checked the code changes, everything looks good to merge. (Ref: 649)"
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 5853
ham,Please find attached the receipt for your recent purchase. (Ref: 436)
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 3745
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 730)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 9966
ham,Don't forget to submit the assignment before midnight. (Ref: 317)
ham,Could you pick up some groceries on your way back from work? (Ref: 966)
ham,Did you see the latest news update regarding the project policy? (Ref: 327)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 739)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 168)
ham,Could you pick up some groceries on your way back from work? (Ref: 664)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 888)"
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 403)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 646)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 1614
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 1060
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 7212
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 2290
ham,Call me when you are free to discuss the budget allocation. (Ref: 868)
ham,Thanks for your help with the presentation yesterday! (Ref: 833)
ham,What time does the movie start tonight? (Ref: 625)
ham,Call me when you are free to discuss the budget allocation. (Ref: 576)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 301)
ham,Could you pick up some groceries on your way back from work? (Ref: 905)
ham,Please find attached the receipt for your recent purchase. (Ref: 510)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 976)"
ham,What time does the movie start tonight? (Ref: 338)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 4042
ham,"Just checked the code changes, everything looks good to merge. (Ref: 325)"
ham,Could you pick up some groceries on your way back from work? (Ref: 293)
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 7150
ham,What time does the movie start tonight? (Ref: 599)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 3482"
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 6408
ham,Don't forget to submit the assignment before midnight. (Ref: 617)
ham,Call me when you are free to discuss the budget allocation. (Ref: 221)
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 3079
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 418)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 8274
ham,Thanks for your help with the presentation yesterday! (Ref: 322)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 930)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 623)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 904)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 653)
ham,Did you see the latest news update regarding the project policy? (Ref: 270)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 5491"
ham,Could you pick up some groceries on your way back from work? (Ref: 703)
ham,Let's catch up over coffee this weekend. (Ref: 373)
ham,Could you pick up some groceries on your way back from work? (Ref: 957)
ham,Did you see the latest news update regarding the project policy? (Ref: 402)
ham,Please find attached the receipt for your recent purchase. (Ref: 802)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 415)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 7305
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 6490
ham,What time does the movie start tonight? (Ref: 474)
ham,Can you please send me the updated project report when you get a chance? (Ref: 741)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 230)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 5806
ham,What time does the movie start tonight? (Ref: 669)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 587)"
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 7645
ham,Could you pick up some groceries on your way back from work? (Ref: 285)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 587)
ham,Did you see the latest news update regarding the project policy? (Ref: 607)
ham,Did you see the latest news update regarding the project policy? (Ref: 764)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 894)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 468)
ham,Let's catch up over coffee this weekend. (Ref: 488)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 737)"
ham,Did you see the latest news update regarding the project policy? (Ref: 912)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 709)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 194)"
ham,Let's catch up over coffee this weekend. (Ref: 609)
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 9780
ham,Thanks for your help with the presentation yesterday! (Ref: 237)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 3866
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 3383
ham,Call me when you are free to discuss the budget allocation. (Ref: 620)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 5223"
ham,Let's catch up over coffee this weekend. (Ref: 376)
ham,Could you pick up some groceries on your way back from work? (Ref: 610)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 134)
ham,Call me when you are free to discuss the budget allocation. (Ref: 253)
ham,Call me when you are free to discuss the budget allocation. (Ref: 497)
ham,Please find attached the receipt for your recent purchase. (Ref: 995)
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 6182
ham,Please find attached the receipt for your recent purchase. (Ref: 145)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 6619
ham,Did you see the latest news update regarding the project policy? (Ref: 555)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 9044
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 716)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 905)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 309)
ham,Thanks for your help with the presentation yesterday! (Ref: 232)
ham,Could you pick up some groceries on your way back from work? (Ref: 755)
ham,Did you see the latest news update regarding the project policy? (Ref: 256)
ham,Call me when you are free to discuss the budget allocation. (Ref: 242)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 226)
ham,Don't forget to submit the assignment before midnight. (Ref: 218)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 355)"
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 9954
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 3599
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 4549
ham,Please find attached the receipt for your recent purchase. (Ref: 983)
ham,What time does the movie start tonight? (Ref: 849)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 740)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 930)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 150)
ham,Thanks for your help with the presentation yesterday! (Ref: 169)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 360)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 808)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 9996
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 1768
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 745)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 177)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 752)"
ham,Please find attached the receipt for your recent purchase. (Ref: 370)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 2913
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 5543
ham,Did you see the latest news update regarding the project policy? (Ref: 402)
ham,Let's catch up over coffee this weekend. (Ref: 971)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 382)
ham,Could you pick up some groceries on your way back from work? (Ref: 876)
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 5926
ham,Let's catch up over coffee this weekend. (Ref: 837)
ham,Don't forget to submit the assignment before midnight. (Ref: 775)
ham,What time does the movie start tonight? (Ref: 693)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 554)
ham,Let's catch up over coffee this weekend. (Ref: 560)
ham,Could you pick up some groceries on your way back from work? (Ref: 600)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 9230"
ham,Could you pick up some groceries on your way back from work? (Ref: 127)
ham,Thanks for your help with the presentation yesterday! (Ref: 493)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 7016
ham,Could you pick up some groceries on your way back from work? (Ref: 858)
ham,What time does the movie start tonight? (Ref: 485)
ham,Please find attached the receipt for your recent purchase. (Ref: 615)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 388)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 352)"
ham,Please find attached the receipt for your recent purchase. (Ref: 469)
ham,Let's catch up over coffee this weekend. (Ref: 243)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 5124
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 3752
ham,Call me when you are free to discuss the budget allocation. (Ref: 518)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 2301
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 556)"
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 3064
ham,Don't forget to submit the assignment before midnight. (Ref: 952)
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 7136
ham,Can you please send me the updated project report when you get a chance? (Ref: 507)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 485)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 7609
ham,Did you see the latest news update regarding the project policy? (Ref: 155)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 577)"
ham,Can you please send me the updated project report when you get a chance? (Ref: 921)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 1832
ham,Please find attached the receipt for your recent purchase. (Ref: 315)
ham,What time does the movie start tonight? (Ref: 575)
ham,What time does the movie start tonight? (Ref: 678)
ham,Can you please send me the updated project report when you get a chance? (Ref: 949)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 316)
ham,Don't forget to submit the assignment before midnight. (Ref: 922)
ham,Please find attached the receipt for your recent purchase. (Ref: 791)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 6760
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 701)
ham,Let's catch up over coffee this weekend. (Ref: 453)
ham,Let's catch up over coffee this weekend. (Ref: 799)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 541)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 341)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 437)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 219)"
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 6233
ham,Please find attached the receipt for your recent purchase. (Ref: 780)
ham,Let's catch up over coffee this weekend. (Ref: 108)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 1804
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 928)
ham,Did you see the latest news update regarding the project policy? (Ref: 171)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 376)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 5524
ham,Could you pick up some groceries on your way back from work? (Ref: 621)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 824)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 212)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 478)"
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 3708
ham,Please find attached the receipt for your recent purchase. (Ref: 135)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 495)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 970)"
ham,Could you pick up some groceries on your way back from work? (Ref: 923)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 997)"
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 271)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 952)"
ham,Could you pick up some groceries on your way back from work? (Ref: 783)
ham,Thanks for your help with the presentation yesterday! (Ref: 831)
ham,Did you see the latest news update regarding the project policy? (Ref: 781)
ham,Thanks for your help with the presentation yesterday! (Ref: 795)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 478)"
ham,Let's catch up over coffee this weekend. (Ref: 127)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 146)"
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 2252
ham,What time does the movie start tonight? (Ref: 358)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 185)"
